m1_surv,m2_surv
0.28768,0.82164
0.2874,0.82164
0.28713,0.82164
0.28686,0.82164
0.28659,0.82164
0.28632,0.8208
0.28605,0.8208
0.28578,0.8208
0.28551,0.8208
0.28524,0.8208
0.28497,0.81996
0.2847,0.81996
0.28443,0.81996
0.28417,0.81996
0.2839,0.81996
0.28363,0.81996
0.28336,0.81996
0.28309,0.81996
0.28283,0.81996
0.28256,0.81996
0.28229,0.81996
0.28203,0.81911
0.28176,0.81911
0.28149,0.81911
0.28123,0.81911
0.28096,0.81911
0.2807,0.81911
0.28043,0.81911
0.28017,0.81911
0.2799,0.81911
0.27964,0.81911
0.27938,0.81911
0.27911,0.81911
0.27885,0.81911
0.27859,0.81911
0.27832,0.81911
0.27806,0.81911
0.2778,0.81911
0.27754,0.81911
0.27727,0.81911
0.27701,0.81911
0.27675,0.81911
0.27649,0.81911
0.27623,0.81911
0.27597,0.81911
0.27571,0.81911
0.27545,0.81911
0.27519,0.81911
0.27493,0.81911
0.27467,0.81911
0.27441,0.81825
0.27415,0.81825
0.27389,0.81825
0.27363,0.81825
0.27337,0.81825
0.27312,0.81739
0.27286,0.81739
0.2726,0.81739
0.27234,0.81739
0.27209,0.81739
0.27183,0.81739
0.27157,0.81739
0.27132,0.81739
0.27106,0.81739
0.2708,0.81739
0.27055,0.81739
0.27029,0.81739
0.27004,0.81739
0.26978,0.81739
0.26953,0.81739
0.26927,0.81739
0.26902,0.81739
0.26877,0.81739
0.26851,0.81739
0.26826,0.81739
0.26801,0.81739
0.26775,0.81739
0.2675,0.81739
0.26725,0.81739
0.267,0.81739
0.26674,0.81739
0.26649,0.81739
0.26624,0.81739
0.26599,0.81739
0.26574,0.81739
0.26549,0.81739
0.26524,0.81739
0.26499,0.81739
0.26474,0.81739
0.26449,0.81739
0.26424,0.81739
0.26399,0.81739
0.26374,0.81739
0.26349,0.81739
0.26324,0.81739
0.26299,0.81739
0.26274,0.8165
0.2625,0.8165
0.26225,0.8165
0.262,0.8165
0.26175,0.8156
0.26151,0.8156
0.26126,0.8156
0.26101,0.8147
0.26077,0.8147
0.26052,0.8147
0.26027,0.8147
0.26003,0.8138
0.25978,0.8138
0.25954,0.8138
0.25929,0.8138
0.25905,0.8138
0.2588,0.8138
0.25856,0.8138
0.25832,0.8138
0.25807,0.8138
0.25783,0.8138
0.25759,0.8138
0.25734,0.8138
0.2571,0.8138
0.25686,0.8138
0.25661,0.8138
0.25637,0.8138
0.25613,0.8138
0.25589,0.8138
0.25565,0.8138
0.25541,0.8138
0.25516,0.8138
0.25492,0.8138
0.25468,0.8138
0.25444,0.8138
0.2542,0.8138
0.25396,0.8138
0.25372,0.8138
0.25348,0.8138
0.25324,0.8138
0.25301,0.81289
0.25277,0.81289
0.25253,0.81289
0.25229,0.81289
0.25205,0.81289
0.25181,0.81289
0.25158,0.81289
0.25134,0.81289
0.2511,0.81289
0.25086,0.81289
0.25063,0.81289
0.25039,0.81289
0.25015,0.81289
0.24992,0.81289
0.24968,0.81289
0.24945,0.81289
0.24921,0.81289
0.24898,0.81289
0.24874,0.81289
0.24851,0.81289
0.24827,0.81289
0.24804,0.81289
0.2478,0.81289
0.24757,0.81289
0.24734,0.81289
0.2471,0.81289
0.24687,0.81289
0.24664,0.81289
0.2464,0.81289
0.24617,0.81289
0.24594,0.81289
0.24571,0.81289
0.24548,0.81197
0.24524,0.81197
0.24501,0.81197
0.24478,0.81197
0.24455,0.81197
0.24432,0.81197
0.24409,0.81197
0.24386,0.81197
0.24363,0.81197
0.2434,0.81197
0.24317,0.81197
0.24294,0.81197
0.24271,0.81197
0.24248,0.81197
0.24225,0.81197
0.24202,0.81197
0.24179,0.81197
0.24157,0.81197
0.24134,0.81105
0.24111,0.81105
0.24088,0.81105
0.24066,0.81105
0.24043,0.81105
0.2402,0.81105
0.23998,0.81105
0.23975,0.81105
0.23952,0.81105
0.2393,0.81105
0.23907,0.81105
0.23885,0.81012
0.23862,0.81012
0.23839,0.81012
0.23817,0.81012
0.23794,0.81012
0.23772,0.81012
0.2375,0.80919
0.23727,0.80919
0.23705,0.80919
0.23682,0.80919
0.2366,0.80919
0.23638,0.80919
0.23615,0.80919
0.23593,0.80919
0.23571,0.80826
0.23549,0.80826
0.23526,0.80826
0.23504,0.80733
0.23482,0.80733
0.2346,0.80733
0.23438,0.80733
0.23416,0.80733
0.23394,0.80733
0.23371,0.80733
0.23349,0.80733
0.23327,0.80733
0.23305,0.80733
0.23283,0.80733
0.23261,0.80733
0.23239,0.80733
0.23218,0.80733
0.23196,0.80733
0.23174,0.80733
0.23152,0.80733
0.2313,0.80733
0.23108,0.80733
0.23086,0.80733
0.23065,0.80733
0.23043,0.80733
0.23021,0.80733
0.22999,0.80733
0.22978,0.80733
0.22956,0.80733
0.22934,0.80733
0.22913,0.80733
0.22891,0.80733
0.22869,0.80733
0.22848,0.80733
0.22826,0.80733
0.22805,0.80733
0.22783,0.80733
0.22762,0.80733
0.2274,0.80733
0.22719,0.80733
0.22697,0.80733
0.22676,0.80733
0.22655,0.80733
0.22633,0.80733
0.22612,0.80733
0.2259,0.80733
0.22569,0.80733
0.22548,0.80733
0.22527,0.80733
0.22505,0.80733
0.22484,0.80733
0.22463,0.80733
0.22442,0.80733
0.2242,0.80733
0.22399,0.80733
0.22378,0.80733
0.22357,0.80733
0.22336,0.80733
0.22315,0.80733
0.22294,0.80733
0.22273,0.80733
0.22252,0.80733
0.22231,0.80733
0.2221,0.80733
0.22189,0.80733
0.22168,0.80733
0.22147,0.80733
0.22126,0.80636
0.22105,0.80636
0.22084,0.80636
0.22064,0.80636
0.22043,0.8054
0.22022,0.8054
0.22001,0.8054
0.2198,0.8054
0.2196,0.8054
0.21939,0.8054
0.21918,0.80444
0.21898,0.80444
0.21877,0.80444
0.21856,0.80444
0.21836,0.80444
0.21815,0.80444
0.21794,0.80444
0.21774,0.80444
0.21753,0.80444
0.21733,0.80444
0.21712,0.80444
0.21692,0.80444
0.21671,0.80444
0.21651,0.80444
0.2163,0.80444
0.2161,0.80444
0.2159,0.80444
0.21569,0.80444
0.21549,0.80444
0.21529,0.80444
0.21508,0.80444
0.21488,0.80444
0.21468,0.80444
0.21447,0.80444
0.21427,0.80444
0.21407,0.80444
0.21387,0.80444
0.21367,0.80444
0.21346,0.80444
0.21326,0.80444
0.21306,0.80444
0.21286,0.80444
0.21266,0.80444
0.21246,0.80444
0.21226,0.80444
0.21206,0.80444
0.21186,0.80444
0.21166,0.80444
0.21146,0.80344
0.21126,0.80344
0.21106,0.80344
0.21086,0.80344
0.21066,0.80344
0.21046,0.80344
0.21026,0.80344
0.21007,0.80344
0.20987,0.80344
0.20967,0.80344
0.20947,0.80245
0.20927,0.80245
0.20908,0.80245
0.20888,0.80145
0.20868,0.80145
0.20849,0.80145
0.20829,0.80145
0.20809,0.80145
0.2079,0.80145
0.2077,0.80145
0.2075,0.80145
0.20731,0.80145
0.20711,0.80145
0.20692,0.80145
0.20672,0.80145
0.20653,0.80145
0.20633,0.80145
0.20614,0.80145
0.20594,0.80145
0.20575,0.80145
0.20555,0.80145
0.20536,0.80145
0.20517,0.80145
0.20497,0.80145
0.20478,0.80145
0.20459,0.80145
0.20439,0.80145
0.2042,0.80145
0.20401,0.80145
0.20382,0.80145
0.20362,0.80145
0.20343,0.80145
0.20324,0.80145
0.20305,0.80145
0.20286,0.80145
0.20266,0.80145
0.20247,0.80145
0.20228,0.80145
0.20209,0.80145
0.2019,0.80145
0.20171,0.80145
0.20152,0.80145
0.20133,0.80145
0.20114,0.80145
0.20095,0.80043
0.20076,0.80043
0.20057,0.80043
0.20038,0.80043
0.20019,0.80043
0.2,0.80043
0.19982,0.80043
0.19963,0.80043
0.19944,0.80043
0.19925,0.80043
0.19906,0.80043
0.19887,0.80043
0.19869,0.80043
0.1985,0.80043
0.19831,0.80043
0.19812,0.80043
0.19794,0.79939
0.19775,0.79939
0.19756,0.79939
0.19738,0.79939
0.19719,0.79939
0.19701,0.79939
0.19682,0.79939
0.19663,0.79939
0.19645,0.79939
0.19626,0.79939
0.19608,0.79939
0.19589,0.79836
0.19571,0.79836
0.19552,0.79836
0.19534,0.79836
0.19515,0.79732
0.19497,0.79732
0.19479,0.79732
0.1946,0.79732
0.19442,0.79628
0.19424,0.79628
0.19405,0.79523
0.19387,0.79523
0.19369,0.79523
0.1935,0.79523
0.19332,0.79523
0.19314,0.79523
0.19296,0.79523
0.19277,0.79418
0.19259,0.79418
0.19241,0.79418
0.19223,0.79418
