m1_surv,m2_surv
0.18974,0.86712
0.18952,0.86693
0.18931,0.86693
0.18909,0.86693
0.18888,0.86693
0.18867,0.86693
0.18845,0.86693
0.18824,0.86693
0.18803,0.86693
0.18782,0.86693
0.1876,0.86693
0.18739,0.86656
0.18718,0.86656
0.18697,0.86656
0.18676,0.86656
0.18655,0.86638
0.18634,0.86619
0.18612,0.86619
0.18591,0.86619
0.1857,0.86619
0.18549,0.86619
0.18528,0.86619
0.18508,0.86619
0.18487,0.86601
0.18466,0.86601
0.18445,0.86601
0.18424,0.86582
0.18403,0.86582
0.18382,0.86582
0.18362,0.86582
0.18341,0.86563
0.1832,0.86563
0.183,0.86563
0.18279,0.86563
0.18258,0.86526
0.18238,0.86489
0.18217,0.8647
0.18196,0.8647
0.18176,0.86451
0.18155,0.86451
0.18135,0.86451
0.18114,0.86451
0.18094,0.86451
0.18073,0.86451
0.18053,0.86451
0.18033,0.86451
0.18012,0.86451
0.17992,0.86414
0.17972,0.86395
0.17951,0.86395
0.17931,0.86395
0.17911,0.86395
0.17891,0.86395
0.1787,0.86395
0.1785,0.86395
0.1783,0.86395
0.1781,0.86395
0.1779,0.86395
0.1777,0.86395
0.1775,0.86395
0.17729,0.86395
0.17709,0.86395
0.17689,0.86376
0.17669,0.86376
0.1765,0.86376
0.1763,0.86376
0.1761,0.86376
0.1759,0.86376
0.1757,0.86376
0.1755,0.86376
0.1753,0.86376
0.1751,0.86338
0.17491,0.86338
0.17471,0.86299
0.17451,0.86299
0.17431,0.86299
0.17412,0.86299
0.17392,0.8628
0.17372,0.8628
0.17353,0.86261
0.17333,0.86261
0.17314,0.86261
0.17294,0.86261
0.17275,0.86261
0.17255,0.86261
0.17236,0.86261
0.17216,0.86261
0.17197,0.86261
0.17177,0.86261
0.17158,0.86261
0.17139,0.86261
0.17119,0.86241
0.171,0.86222
0.17081,0.86222
0.17061,0.86222
0.17042,0.86222
0.17023,0.86222
0.17003,0.86202
0.16984,0.86183
0.16965,0.86163
0.16946,0.86163
0.16927,0.86163
0.16908,0.86163
0.16889,0.86163
0.1687,0.86144
0.1685,0.86144
0.16831,0.86144
0.16812,0.86144
0.16793,0.86144
0.16774,0.86144
0.16756,0.86124
0.16737,0.86124
0.16718,0.86124
0.16699,0.86124
0.1668,0.86124
0.16661,0.86124
0.16642,0.86124
0.16624,0.86124
0.16605,0.86124
0.16586,0.86105
0.16567,0.86105
0.16549,0.86105
0.1653,0.86105
0.16511,0.86085
0.16493,0.86085
0.16474,0.86085
0.16455,0.86085
0.16437,0.86085
0.16418,0.86085
0.164,0.86085
0.16381,0.86085
0.16363,0.86065
0.16344,0.86065
0.16326,0.86065
0.16307,0.86026
0.16289,0.86026
0.16271,0.86026
0.16252,0.86026
0.16234,0.86026
0.16216,0.86006
0.16197,0.86006
0.16179,0.86006
0.16161,0.86006
0.16142,0.85986
0.16124,0.85966
0.16106,0.85966
0.16088,0.85966
0.1607,0.85966
0.16051,0.85966
0.16033,0.85966
0.16015,0.85947
0.15997,0.85947
0.15979,0.85947
0.15961,0.85947
0.15943,0.85947
0.15925,0.85947
0.15907,0.85927
0.15889,0.85927
0.15871,0.85927
0.15853,0.85927
0.15835,0.85927
0.15818,0.85927
0.158,0.85927
0.15782,0.85927
0.15764,0.85927
0.15746,0.85927
0.15728,0.85927
0.15711,0.85927
0.15693,0.85927
0.15675,0.85927
0.15658,0.85927
0.1564,0.85927
0.15622,0.85927
0.15605,0.85927
0.15587,0.85927
0.15569,0.85927
0.15552,0.85927
0.15534,0.85927
0.15517,0.85927
0.15499,0.85907
0.15482,0.85907
0.15464,0.85907
0.15447,0.85847
0.15429,0.85827
0.15412,0.85807
0.15395,0.85807
0.15377,0.85807
0.1536,0.85807
0.15342,0.85807
0.15325,0.85807
0.15308,0.85787
0.15291,0.85787
0.15273,0.85767
0.15256,0.85767
0.15239,0.85767
0.15222,0.85767
0.15204,0.85767
0.15187,0.85767
0.1517,0.85747
0.15153,0.85727
0.15136,0.85727
0.15119,0.85707
0.15102,0.85707
0.15085,0.85687
0.15068,0.85687
0.15051,0.85687
0.15034,0.85687
0.15017,0.85687
0.15,0.85687
0.14983,0.85646
0.14966,0.85646
0.14949,0.85646
0.14932,0.85646
0.14915,0.85646
0.14899,0.85626
0.14882,0.85626
0.14865,0.85606
0.14848,0.85606
0.14831,0.85606
0.14815,0.85566
0.14798,0.85566
0.14781,0.85566
0.14765,0.85566
0.14748,0.85546
0.14731,0.85546
0.14715,0.85546
0.14698,0.85546
0.14681,0.85546
0.14665,0.85546
0.14648,0.85546
0.14632,0.85525
0.14615,0.85525
0.14599,0.85525
0.14582,0.85525
0.14566,0.85525
0.14549,0.85485
0.14533,0.85485
0.14517,0.85485
0.145,0.85465
0.14484,0.85465
0.14468,0.85465
0.14451,0.85465
0.14435,0.85465
0.14419,0.85465
0.14402,0.85465
0.14386,0.85444
0.1437,0.85444
0.14354,0.85444
0.14337,0.85444
0.14321,0.85444
0.14305,0.85424
0.14289,0.85424
0.14273,0.85424
0.14257,0.85424
0.14241,0.85424
0.14225,0.85424
0.14209,0.85424
0.14193,0.85424
0.14177,0.85424
0.14161,0.85424
0.14145,0.85424
0.14129,0.85424
0.14113,0.85424
0.14097,0.85424
0.14081,0.85424
0.14065,0.85424
0.14049,0.85424
0.14033,0.85424
0.14017,0.85424
0.14002,0.85424
0.13986,0.85424
0.1397,0.85424
0.13954,0.85424
0.13939,0.85403
0.13923,0.85403
0.13907,0.85403
0.13891,0.85403
0.13876,0.85403
0.1386,0.85403
0.13844,0.85403
0.13829,0.85403
0.13813,0.85383
0.13798,0.85383
0.13782,0.85383
0.13767,0.85383
0.13751,0.85383
0.13735,0.85362
0.1372,0.85362
0.13705,0.85362
0.13689,0.85362
0.13674,0.85362
0.13658,0.85362
0.13643,0.85341
0.13627,0.853
0.13612,0.853
0.13597,0.853
0.13581,0.85279
0.13566,0.85279
0.13551,0.85279
0.13535,0.85258
0.1352,0.85258
0.13505,0.85258
0.1349,0.85258
0.13474,0.85258
0.13459,0.85237
0.13444,0.85237
0.13429,0.85216
0.13414,0.85216
0.13399,0.85216
0.13384,0.85216
0.13368,0.85216
0.13353,0.85216
0.13338,0.85216
0.13323,0.85216
0.13308,0.85216
0.13293,0.85195
0.13278,0.85195
0.13263,0.85195
0.13248,0.85195
0.13233,0.85195
0.13218,0.85195
0.13204,0.85195
0.13189,0.85195
0.13174,0.85174
0.13159,0.85174
0.13144,0.85174
0.13129,0.85174
0.13114,0.85153
0.131,0.85132
0.13085,0.85132
0.1307,0.85132
0.13055,0.85132
0.13041,0.85132
0.13026,0.85111
0.13011,0.85111
0.12997,0.85111
0.12982,0.85068
0.12967,0.85068
0.12953,0.85026
0.12938,0.85026
0.12923,0.85026
0.12909,0.85005
0.12894,0.85005
0.1288,0.85005
0.12865,0.85005
0.12851,0.84983
0.12836,0.84983
0.12822,0.84962
0.12807,0.84941
0.12793,0.84941
0.12778,0.84941
0.12764,0.84941
0.1275,0.84941
0.12735,0.84919
0.12721,0.84898
0.12707,0.84876
0.12692,0.84876
0.12678,0.84768
0.12664,0.84768
0.12649,0.84768
0.12635,0.84768
0.12621,0.84768
0.12607,0.84768
0.12592,0.84768
0.12578,0.84768
0.12564,0.84768
0.1255,0.84768
0.12536,0.84768
0.12522,0.84768
0.12507,0.84768
0.12493,0.84746
0.12479,0.84725
0.12465,0.84681
0.12451,0.84681
0.12437,0.84681
0.12423,0.84681
0.12409,0.84681
0.12395,0.84681
0.12381,0.84681
0.12367,0.84681
0.12353,0.84681
0.12339,0.84681
0.12325,0.84681
0.12311,0.84681
0.12298,0.84681
0.12284,0.84681
0.1227,0.84681
0.12256,0.84681
0.12242,0.84681
0.12228,0.84659
0.12215,0.84659
0.12201,0.84637
0.12187,0.84637
0.12173,0.84637
0.1216,0.84637
0.12146,0.84637
0.12132,0.84637
0.12119,0.84637
0.12105,0.84637
0.12091,0.84637
0.12078,0.84637
0.12064,0.84637
0.1205,0.84637
0.12037,0.84637
0.12023,0.84637
0.1201,0.84637
0.11996,0.84637
0.11983,0.84615
0.11969,0.84615
0.11956,0.84615
0.11942,0.84615
0.11929,0.84593
0.11915,0.84593
0.11902,0.84593
0.11888,0.84593
0.11875,0.84593
0.11862,0.84593
0.11848,0.84593
0.11835,0.84593
0.11822,0.8457
0.11808,0.8457
0.11795,0.8457
0.11782,0.8457
0.11768,0.84548
0.11755,0.84548
0.11742,0.84548
0.11729,0.84548
0.11715,0.84548
